id,started_at,ended_at,break_type,store_id,employee_id,created_at,updated_at,add_to_queue
3475,2022-02-26 13:55:35 +0100,2022-02-26 13:58:28 +0100,short,5,18,2022-02-26 13:55:35 +0100,2022-02-26 13:58:28 +0100,false
3476,2022-02-26 14:00:24 +0100,2022-02-26 14:09:54 +0100,long,2,20,2022-02-26 14:00:26 +0100,2022-02-26 14:09:59 +0100,false
3477,2022-02-26 14:20:39 +0100,2022-02-26 14:29:21 +0100,short,4,21,2022-02-26 14:20:39 +0100,2022-02-26 14:29:21 +0100,false
3478,2022-02-26 14:49:42 +0100,2022-02-26 15:16:26 +0100,long,3,9,2022-02-26 14:49:43 +0100,2022-02-26 15:16:26 +0100,false
3479,2022-02-26 14:49:55 +0100,2022-02-26 14:50:03 +0100,short,5,16,2022-02-26 14:49:59 +0100,2022-02-26 14:50:07 +0100,false
3480,2022-02-26 14:50:52 +0100,2022-02-26 14:51:06 +0100,short,5,16,2022-02-26 14:50:56 +0100,2022-02-26 14:51:06 +0100,false
3481,2022-02-26 15:08:15 +0100,2022-02-26 15:16:24 +0100,short,4,21,2022-02-26 15:08:15 +0100,2022-02-26 15:16:24 +0100,false
3482,2022-02-26 15:24:10 +0100,2022-02-26 15:29:35 +0100,short,5,18,2022-02-26 15:24:12 +0100,2022-02-26 15:29:38 +0100,false
3483,2022-02-26 15:41:10 +0100,2022-02-26 15:42:06 +0100,short,5,18,2022-02-26 15:41:10 +0100,2022-02-26 15:42:06 +0100,false
3484,2022-02-26 15:56:17 +0100,2022-02-26 16:05:27 +0100,short,4,21,2022-02-26 15:56:17 +0100,2022-02-26 16:05:27 +0100,false
3485,2022-02-28 10:08:34 +0100,2022-02-28 10:18:00 +0100,short,2,5,2022-02-28 10:08:34 +0100,2022-02-28 10:18:00 +0100,false
3486,2022-02-28 10:50:56 +0100,2022-02-28 10:57:32 +0100,short,4,20,2022-02-28 10:50:56 +0100,2022-02-28 10:57:32 +0100,false
3487,2022-02-28 12:55:06 +0100,2022-02-28 12:59:44 +0100,short,5,18,2022-02-28 12:55:08 +0100,2022-02-28 12:59:44 +0100,false
3488,2022-02-28 13:07:21 +0100,2022-02-28 13:10:10 +0100,short,3,22,2022-02-28 13:07:21 +0100,2022-02-28 13:10:10 +0100,false
3489,2022-02-28 14:04:00 +0100,2022-02-28 14:15:37 +0100,long,4,20,2022-02-28 14:04:00 +0100,2022-02-28 14:15:37 +0100,false
3490,2022-02-28 15:28:01 +0100,2022-02-28 15:28:09 +0100,short,3,12,2022-02-28 15:28:01 +0100,2022-02-28 15:28:09 +0100,false
3491,2022-02-28 15:29:42 +0100,2022-02-28 15:29:49 +0100,short,2,8,2022-02-28 15:29:44 +0100,2022-02-28 15:29:51 +0100,false
3492,2022-02-28 16:06:55 +0100,2022-02-28 16:13:42 +0100,short,4,20,2022-02-28 16:06:55 +0100,2022-02-28 16:13:42 +0100,false
3493,2022-02-28 16:46:36 +0100,2022-02-28 16:50:30 +0100,short,3,22,2022-02-28 16:46:36 +0100,2022-02-28 16:50:30 +0100,false
3494,2022-02-28 17:09:30 +0100,2022-02-28 17:09:33 +0100,short,2,8,2022-02-28 17:09:30 +0100,2022-02-28 17:09:33 +0100,false
3495,2022-02-28 17:45:50 +0100,2022-02-28 17:50:14 +0100,short,5,18,2022-02-28 17:45:50 +0100,2022-02-28 17:50:14 +0100,false
3496,2022-03-01 10:30:49 +0100,2022-03-01 10:38:20 +0100,short,4,20,2022-03-01 10:30:51 +0100,2022-03-01 10:38:22 +0100,false
3497,2022-03-01 12:07:26 +0100,2022-03-01 12:12:54 +0100,short,5,18,2022-03-01 12:07:26 +0100,2022-03-01 12:12:54 +0100,false
3498,2022-03-01 12:16:31 +0100,2022-03-01 12:20:14 +0100,short,4,20,2022-03-01 12:16:31 +0100,2022-03-01 12:20:16 +0100,false
3499,2022-03-01 12:28:52 +0100,2022-03-01 12:56:10 +0100,long,5,16,2022-03-01 12:28:52 +0100,2022-03-01 12:56:10 +0100,false
3500,2022-03-01 13:00:31 +0100,2022-03-01 13:06:39 +0100,short,4,20,2022-03-01 13:00:31 +0100,2022-03-01 13:06:43 +0100,false
3501,2022-03-01 13:08:44 +0100,2022-03-01 13:08:55 +0100,short,5,18,2022-03-01 13:08:44 +0100,2022-03-01 13:08:55 +0100,false
3502,2022-03-01 13:42:55 +0100,2022-03-01 13:52:20 +0100,long,2,3,2022-03-01 13:42:55 +0100,2022-03-01 13:52:20 +0100,false
3503,2022-03-01 14:11:51 +0100,2022-03-01 14:18:11 +0100,short,5,18,2022-03-01 14:11:51 +0100,2022-03-01 14:18:11 +0100,false
3504,2022-03-01 14:19:31 +0100,2022-03-01 14:20:04 +0100,short,5,16,2022-03-01 14:19:31 +0100,2022-03-01 14:20:04 +0100,false
3505,2022-03-01 15:45:00 +0100,2022-03-01 15:52:13 +0100,short,4,20,2022-03-01 15:45:00 +0100,2022-03-01 15:52:13 +0100,false
3506,2022-03-01 15:52:35 +0100,2022-03-01 16:08:05 +0100,short,5,18,2022-03-01 15:52:37 +0100,2022-03-01 16:08:08 +0100,false
3507,2022-03-01 16:24:07 +0100,2022-03-01 16:36:21 +0100,long,5,16,2022-03-01 16:24:09 +0100,2022-03-01 16:36:23 +0100,false
3508,2022-03-01 16:44:04 +0100,2022-03-01 16:50:52 +0100,long,4,20,2022-03-01 16:44:07 +0100,2022-03-01 16:50:55 +0100,false
3509,2022-03-01 16:51:28 +0100,2022-03-01 16:52:37 +0100,short,5,16,2022-03-01 16:51:28 +0100,2022-03-01 16:52:37 +0100,false
3510,2022-03-01 18:22:14 +0100,2022-03-01 18:25:28 +0100,short,5,18,2022-03-01 18:22:16 +0100,2022-03-01 18:25:28 +0100,false
3511,2022-03-01 18:28:35 +0100,2022-03-01 18:36:06 +0100,short,4,20,2022-03-01 18:28:35 +0100,2022-03-01 18:36:07 +0100,false
3512,2022-03-02 10:36:35 +0100,2022-03-02 10:45:53 +0100,short,2,5,2022-03-02 10:36:37 +0100,2022-03-02 10:45:55 +0100,false
3513,2022-03-02 11:23:59 +0100,2022-03-02 11:34:14 +0100,short,4,8,2022-03-02 11:24:01 +0100,2022-03-02 11:34:16 +0100,false
3514,2022-03-02 11:24:34 +0100,2022-03-02 11:38:53 +0100,long,3,12,2022-03-02 11:24:34 +0100,2022-03-02 11:38:53 +0100,false
3515,2022-03-02 13:07:29 +0100,2022-03-02 13:26:34 +0100,short,4,8,2022-03-02 13:07:31 +0100,2022-03-02 13:26:36 +0100,false
3516,2022-03-02 13:13:36 +0100,2022-03-02 13:20:15 +0100,short,2,3,2022-03-02 13:13:38 +0100,2022-03-02 13:20:18 +0100,false
3517,2022-03-02 13:35:36 +0100,2022-03-02 13:37:34 +0100,short,5,16,2022-03-02 13:35:38 +0100,2022-03-02 13:37:36 +0100,false
3518,2022-03-02 15:03:15 +0100,2022-03-02 15:03:19 +0100,short,5,8,2022-03-02 15:03:15 +0100,2022-03-02 15:03:19 +0100,false
3519,2022-03-02 16:31:50 +0100,2022-03-02 16:40:51 +0100,short,2,3,2022-03-02 16:31:50 +0100,2022-03-02 16:40:51 +0100,false
3520,2022-03-02 16:49:31 +0100,2022-03-02 16:50:04 +0100,short,5,16,2022-03-02 16:49:31 +0100,2022-03-02 16:50:04 +0100,false
3521,2022-03-02 19:00:24 +0100,2022-03-03 08:48:05 +0100,long,3,12,2022-03-02 19:00:24 +0100,2022-03-03 08:48:05 +0100,false
3522,2022-03-03 11:14:40 +0100,2022-03-03 11:22:03 +0100,short,4,20,2022-03-03 11:14:41 +0100,2022-03-03 11:22:03 +0100,false
3523,2022-03-03 11:30:42 +0100,2022-03-03 11:30:51 +0100,short,3,8,2022-03-03 11:30:42 +0100,2022-03-03 11:30:52 +0100,false
3524,2022-03-03 11:50:23 +0100,2022-03-03 12:00:34 +0100,short,5,18,2022-03-03 11:50:25 +0100,2022-03-03 12:00:37 +0100,false
3525,2022-03-03 12:32:43 +0100,2022-03-03 12:35:14 +0100,short,5,18,2022-03-03 12:32:45 +0100,2022-03-03 12:35:16 +0100,false
3526,2022-03-03 12:45:40 +0100,2022-03-03 12:47:42 +0100,short,5,18,2022-03-03 12:45:42 +0100,2022-03-03 12:47:44 +0100,false
3527,2022-03-03 14:36:35 +0100,2022-03-03 14:36:40 +0100,short,2,3,2022-03-03 14:36:35 +0100,2022-03-03 14:36:40 +0100,false
3528,2022-03-03 14:38:12 +0100,2022-03-03 14:42:37 +0100,short,5,18,2022-03-03 14:38:12 +0100,2022-03-03 14:42:37 +0100,false
3529,2022-03-03 14:59:55 +0100,2022-03-03 15:16:29 +0100,long,4,20,2022-03-03 14:59:55 +0100,2022-03-03 15:16:29 +0100,false
3530,2022-03-03 15:21:10 +0100,2022-03-03 15:38:45 +0100,long,3,8,2022-03-03 15:21:11 +0100,2022-03-03 15:38:45 +0100,false
3531,2022-03-03 17:59:16 +0100,2022-03-03 18:06:46 +0100,short,4,20,2022-03-03 17:59:18 +0100,2022-03-03 18:06:48 +0100,false
3532,2022-03-03 19:30:20 +0100,2022-03-03 19:34:42 +0100,short,4,20,2022-03-03 19:30:20 +0100,2022-03-03 19:34:42 +0100,false
3533,2022-03-04 11:34:59 +0100,2022-03-04 11:42:29 +0100,short,4,20,2022-03-04 11:35:01 +0100,2022-03-04 11:42:29 +0100,false
3534,2022-03-04 12:44:14 +0100,2022-03-04 12:52:22 +0100,short,5,16,2022-03-04 12:44:18 +0100,2022-03-04 12:52:26 +0100,false
3535,2022-03-04 12:55:31 +0100,2022-03-04 13:00:05 +0100,short,5,16,2022-03-04 12:55:35 +0100,2022-03-04 13:00:09 +0100,false
3536,2022-03-04 13:00:02 +0100,2022-03-04 13:01:10 +0100,short,5,18,2022-03-04 13:00:07 +0100,2022-03-04 13:01:12 +0100,false
3537,2022-03-04 13:00:33 +0100,2022-03-04 13:08:18 +0100,short,4,20,2022-03-04 13:00:33 +0100,2022-03-04 13:08:19 +0100,false
3538,2022-03-04 13:02:48 +0100,2022-03-04 13:37:01 +0100,long,3,8,2022-03-04 13:02:48 +0100,2022-03-04 13:37:01 +0100,false
3539,2022-03-04 13:13:20 +0100,2022-03-04 13:16:56 +0100,short,2,5,2022-03-04 13:13:24 +0100,2022-03-04 13:17:01 +0100,false
3540,2022-03-04 13:40:25 +0100,2022-03-04 13:41:22 +0100,short,5,18,2022-03-04 13:40:25 +0100,2022-03-04 13:41:22 +0100,false
3541,2022-03-04 14:32:11 +0100,2022-03-04 14:32:25 +0100,short,5,18,2022-03-04 14:32:11 +0100,2022-03-04 14:32:25 +0100,false
3542,2022-03-04 14:43:29 +0100,2022-03-04 15:04:03 +0100,short,5,18,2022-03-04 14:43:29 +0100,2022-03-04 15:04:03 +0100,false
3543,2022-03-04 14:52:09 +0100,2022-03-04 15:04:09 +0100,long,4,20,2022-03-04 14:52:10 +0100,2022-03-04 15:04:09 +0100,false
3544,2022-03-04 15:26:37 +0100,2022-03-04 15:26:41 +0100,short,2,3,2022-03-04 15:26:37 +0100,2022-03-04 15:26:41 +0100,false
3545,2022-03-04 15:48:41 +0100,2022-03-04 15:55:51 +0100,short,3,8,2022-03-04 15:48:41 +0100,2022-03-04 15:55:51 +0100,false
3546,2022-03-04 16:05:02 +0100,2022-03-04 16:12:15 +0100,short,4,20,2022-03-04 16:05:02 +0100,2022-03-04 16:12:15 +0100,false
3547,2022-03-04 16:22:54 +0100,2022-03-04 16:26:15 +0100,short,3,22,2022-03-04 16:22:54 +0100,2022-03-04 16:26:16 +0100,false
3548,2022-03-04 16:58:51 +0100,2022-03-04 17:00:05 +0100,short,4,20,2022-03-04 16:58:51 +0100,2022-03-04 17:00:05 +0100,false
3549,2022-03-04 17:50:57 +0100,2022-03-04 17:51:43 +0100,short,3,8,2022-03-04 17:50:57 +0100,2022-03-04 17:51:43 +0100,false
3550,2022-03-04 18:19:50 +0100,2022-03-04 18:19:54 +0100,short,2,3,2022-03-04 18:19:50 +0100,2022-03-04 18:19:54 +0100,false
3551,2022-03-04 19:45:59 +0100,2022-03-04 19:54:52 +0100,short,3,22,2022-03-04 19:45:59 +0100,2022-03-04 19:54:52 +0100,false
3552,2022-03-05 08:59:23 +0100,2022-03-05 09:25:48 +0100,long,5,16,2022-03-05 08:59:25 +0100,2022-03-05 09:25:50 +0100,false
3553,2022-03-05 11:11:45 +0100,2022-03-05 11:19:03 +0100,short,5,18,2022-03-05 11:11:47 +0100,2022-03-05 11:19:05 +0100,false
3554,2022-03-05 11:12:07 +0100,2022-03-05 11:20:22 +0100,short,4,20,2022-03-05 11:12:07 +0100,2022-03-05 11:20:22 +0100,false
3555,2022-03-05 12:05:43 +0100,2022-03-05 12:05:48 +0100,short,2,3,2022-03-05 12:05:44 +0100,2022-03-05 12:05:48 +0100,false
3556,2022-03-05 12:18:56 +0100,2022-03-05 12:50:31 +0100,short,5,18,2022-03-05 12:18:59 +0100,2022-03-05 12:50:31 +0100,false
3557,2022-03-05 12:30:23 +0100,2022-03-05 12:30:27 +0100,short,2,3,2022-03-05 12:30:23 +0100,2022-03-05 12:30:27 +0100,false
3558,2022-03-05 12:48:01 +0100,2022-03-05 13:00:26 +0100,long,4,20,2022-03-05 12:48:01 +0100,2022-03-05 13:00:26 +0100,false
3559,2022-03-05 12:53:36 +0100,2022-03-05 12:58:55 +0100,long,2,3,2022-03-05 12:53:36 +0100,2022-03-05 12:58:55 +0100,false
3560,2022-03-05 14:29:00 +0100,2022-03-05 14:43:17 +0100,short,4,20,2022-03-05 14:29:00 +0100,2022-03-05 14:43:17 +0100,false
3561,2022-03-05 14:30:49 +0100,2022-03-05 14:50:41 +0100,long,3,8,2022-03-05 14:30:49 +0100,2022-03-05 14:50:41 +0100,false
3562,2022-03-05 15:18:34 +0100,2022-03-05 15:21:51 +0100,short,2,24,2022-03-05 15:18:34 +0100,2022-03-05 15:21:53 +0100,false
3563,2022-03-05 16:10:07 +0100,2022-03-05 16:18:00 +0100,short,4,20,2022-03-05 16:10:07 +0100,2022-03-05 16:18:00 +0100,false
3564,2022-03-05 16:12:21 +0100,2022-03-05 16:16:17 +0100,short,5,18,2022-03-05 16:12:23 +0100,2022-03-05 16:16:20 +0100,false
3565,2022-03-07 11:20:00 +0100,2022-03-07 11:40:08 +0100,long,4,8,2022-03-07 11:20:00 +0100,2022-03-07 11:40:08 +0100,false
3566,2022-03-07 11:43:51 +0100,2022-03-07 11:43:58 +0100,short,3,12,2022-03-07 11:43:51 +0100,2022-03-07 11:43:58 +0100,false
3567,2022-03-07 11:46:17 +0100,2022-03-07 11:58:33 +0100,short,3,12,2022-03-07 11:46:19 +0100,2022-03-07 11:58:35 +0100,false
3568,2022-03-07 11:53:01 +0100,2022-03-07 11:56:25 +0100,short,5,18,2022-03-07 11:53:01 +0100,2022-03-07 11:56:25 +0100,false
3569,2022-03-07 12:22:33 +0100,2022-03-07 12:22:40 +0100,short,3,12,2022-03-07 12:22:33 +0100,2022-03-07 12:22:40 +0100,false
3570,2022-03-07 12:54:25 +0100,2022-03-07 12:56:25 +0100,short,3,22,2022-03-07 12:54:25 +0100,2022-03-07 12:56:25 +0100,false
3571,2022-03-07 13:31:34 +0100,2022-03-07 13:31:43 +0100,short,3,12,2022-03-07 13:31:34 +0100,2022-03-07 13:31:43 +0100,false
3572,2022-03-07 13:54:24 +0100,2022-03-07 14:17:32 +0100,long,2,5,2022-03-07 13:54:24 +0100,2022-03-07 14:17:34 +0100,false
3573,2022-03-07 14:09:13 +0100,2022-03-07 14:15:31 +0100,short,4,8,2022-03-07 14:09:14 +0100,2022-03-07 14:15:32 +0100,false
3574,2022-03-07 14:37:15 +0100,2022-03-07 14:40:18 +0100,short,2,24,2022-03-07 14:37:17 +0100,2022-03-07 14:40:20 +0100,false
3575,2022-03-07 14:46:03 +0100,2022-03-07 14:56:44 +0100,short,5,18,2022-03-07 14:46:03 +0100,2022-03-07 14:56:44 +0100,false
3576,2022-03-07 15:04:01 +0100,2022-03-07 15:04:09 +0100,short,3,22,2022-03-07 15:04:01 +0100,2022-03-07 15:04:09 +0100,false
3577,2022-03-07 16:40:01 +0100,2022-03-07 18:15:31 +0100,long,4,8,2022-03-07 16:40:02 +0100,2022-03-07 18:15:31 +0100,false
3578,2022-03-07 17:37:39 +0100,2022-03-07 17:41:03 +0100,short,5,18,2022-03-07 17:37:39 +0100,2022-03-07 17:41:03 +0100,false
3579,2022-03-07 18:16:59 +0100,2022-03-07 18:25:06 +0100,short,5,18,2022-03-07 18:17:02 +0100,2022-03-07 18:25:08 +0100,false
3580,2022-03-07 19:45:26 +0100,2022-03-07 19:52:00 +0100,short,3,22,2022-03-07 19:45:26 +0100,2022-03-07 19:52:00 +0100,false
3581,2022-03-08 09:59:07 +0100,2022-03-08 10:08:01 +0100,short,4,21,2022-03-08 09:59:07 +0100,2022-03-08 10:08:03 +0100,false
3582,2022-03-08 10:56:40 +0100,2022-03-08 11:15:32 +0100,long,4,21,2022-03-08 10:56:42 +0100,2022-03-08 11:15:34 +0100,false
3583,2022-03-08 11:03:07 +0100,2022-03-08 11:05:56 +0100,short,3,22,2022-03-08 11:03:07 +0100,2022-03-08 11:05:56 +0100,false
3584,2022-03-08 12:04:18 +0100,2022-03-08 12:04:27 +0100,short,3,22,2022-03-08 12:04:19 +0100,2022-03-08 12:04:27 +0100,false
3585,2022-03-08 12:10:20 +0100,2022-03-08 12:19:09 +0100,short,4,21,2022-03-08 12:10:22 +0100,2022-03-08 12:19:12 +0100,false
3586,2022-03-08 12:33:28 +0100,2022-03-08 13:05:59 +0100,short,5,18,2022-03-08 12:33:28 +0100,2022-03-08 13:05:59 +0100,false
3587,2022-03-08 12:57:00 +0100,2022-03-08 13:25:57 +0100,long,3,4,2022-03-08 12:57:03 +0100,2022-03-08 13:25:57 +0100,false
3588,2022-03-08 12:58:33 +0100,2022-03-08 13:00:41 +0100,short,3,22,2022-03-08 12:58:33 +0100,2022-03-08 13:00:41 +0100,false
3589,2022-03-08 13:08:10 +0100,2022-03-08 13:17:21 +0100,short,4,21,2022-03-08 13:08:10 +0100,2022-03-08 13:17:21 +0100,false
3590,2022-03-08 13:32:35 +0100,2022-03-08 13:32:42 +0100,short,5,18,2022-03-08 13:32:35 +0100,2022-03-08 13:32:42 +0100,false
3591,2022-03-08 13:34:01 +0100,2022-03-08 13:35:27 +0100,long,3,9,2022-03-08 13:34:03 +0100,2022-03-08 13:35:27 +0100,false
3592,2022-03-08 13:34:04 +0100,2022-03-08 13:46:36 +0100,long,3,4,2022-03-08 13:34:06 +0100,2022-03-08 13:46:40 +0100,false
3593,2022-03-08 13:39:48 +0100,2022-03-08 13:39:52 +0100,long,2,24,2022-03-08 13:39:48 +0100,2022-03-08 13:39:52 +0100,false
3594,2022-03-08 13:39:54 +0100,2022-03-08 14:00:14 +0100,short,2,24,2022-03-08 13:39:54 +0100,2022-03-08 14:00:15 +0100,false
3595,2022-03-08 13:46:46 +0100,2022-03-08 13:56:47 +0100,long,3,4,2022-03-08 13:46:50 +0100,2022-03-08 13:56:47 +0100,false
3596,2022-03-08 14:03:05 +0100,2022-03-08 14:06:55 +0100,short,5,18,2022-03-08 14:03:05 +0100,2022-03-08 14:06:55 +0100,false
3597,2022-03-08 14:05:33 +0100,2022-03-08 14:14:38 +0100,short,4,21,2022-03-08 14:05:33 +0100,2022-03-08 14:14:38 +0100,false
3598,2022-03-08 14:30:18 +0100,2022-03-08 14:48:23 +0100,long,3,4,2022-03-08 14:30:18 +0100,2022-03-08 14:48:25 +0100,false
3599,2022-03-08 15:07:03 +0100,2022-03-08 15:13:16 +0100,short,2,24,2022-03-08 15:07:03 +0100,2022-03-08 15:13:16 +0100,false
3600,2022-03-08 15:12:05 +0100,2022-03-08 15:12:08 +0100,long,4,21,2022-03-08 15:12:05 +0100,2022-03-08 15:12:08 +0100,false
3601,2022-03-08 15:12:10 +0100,2022-03-08 15:17:59 +0100,short,4,21,2022-03-08 15:12:09 +0100,2022-03-08 15:17:59 +0100,false
3602,2022-03-08 16:21:57 +0100,2022-03-08 16:35:31 +0100,long,4,21,2022-03-08 16:21:57 +0100,2022-03-08 16:35:31 +0100,false
3603,2022-03-08 16:32:31 +0100,2022-03-08 16:36:55 +0100,short,2,24,2022-03-08 16:32:33 +0100,2022-03-08 16:36:55 +0100,false
3604,2022-03-08 16:43:26 +0100,2022-03-08 16:58:45 +0100,short,2,24,2022-03-08 16:43:26 +0100,2022-03-08 16:58:45 +0100,false
3605,2022-03-08 17:03:15 +0100,2022-03-08 17:08:12 +0100,short,5,18,2022-03-08 17:03:17 +0100,2022-03-08 17:08:14 +0100,false
3606,2022-03-08 17:28:21 +0100,2022-03-08 17:37:22 +0100,short,4,21,2022-03-08 17:28:21 +0100,2022-03-08 17:37:22 +0100,false
3607,2022-03-08 18:24:13 +0100,2022-03-08 18:30:32 +0100,short,4,21,2022-03-08 18:24:13 +0100,2022-03-08 18:30:32 +0100,false
3608,2022-03-08 18:50:00 +0100,2022-03-08 18:51:33 +0100,short,2,24,2022-03-08 18:50:00 +0100,2022-03-08 18:51:34 +0100,false
3609,2022-03-08 19:00:46 +0100,2022-03-08 19:11:53 +0100,short,3,9,2022-03-08 19:00:48 +0100,2022-03-08 19:11:55 +0100,false
3610,2022-03-09 10:01:04 +0100,2022-03-09 10:09:52 +0100,short,4,21,2022-03-09 10:01:07 +0100,2022-03-09 10:09:54 +0100,false
3611,2022-03-09 11:19:49 +0100,2022-03-09 11:37:52 +0100,long,4,21,2022-03-09 11:19:51 +0100,2022-03-09 11:37:54 +0100,false
3612,2022-03-09 11:29:04 +0100,2022-03-09 11:32:57 +0100,short,2,5,2022-03-09 11:29:04 +0100,2022-03-09 11:32:59 +0100,false
3613,2022-03-09 11:50:51 +0100,2022-03-09 11:53:30 +0100,short,5,16,2022-03-09 11:50:51 +0100,2022-03-09 11:53:30 +0100,false
3614,2022-03-09 12:00:37 +0100,2022-03-09 12:02:36 +0100,short,2,24,2022-03-09 12:00:37 +0100,2022-03-09 12:02:36 +0100,false
3615,2022-03-09 12:15:10 +0100,2022-03-09 12:21:30 +0100,short,4,21,2022-03-09 12:15:12 +0100,2022-03-09 12:21:32 +0100,false
3616,2022-03-09 12:59:55 +0100,2022-03-09 13:11:28 +0100,short,4,21,2022-03-09 12:59:57 +0100,2022-03-09 13:11:30 +0100,false
3617,2022-03-09 13:55:39 +0100,2022-03-09 14:04:56 +0100,long,5,16,2022-03-09 13:55:40 +0100,2022-03-09 14:04:56 +0100,false
3618,2022-03-09 13:59:04 +0100,2022-03-09 14:44:37 +0100,long,3,9,2022-03-09 13:59:06 +0100,2022-03-09 14:44:40 +0100,false
3619,2022-03-09 14:00:13 +0100,2022-03-09 14:16:17 +0100,long,4,21,2022-03-09 14:00:15 +0100,2022-03-09 14:16:19 +0100,false
3620,2022-03-09 14:05:15 +0100,2022-03-09 14:09:50 +0100,short,2,24,2022-03-09 14:05:15 +0100,2022-03-09 14:09:50 +0100,false
3621,2022-03-09 14:32:28 +0100,2022-03-09 14:55:23 +0100,long,2,24,2022-03-09 14:32:28 +0100,2022-03-09 14:55:23 +0100,false
3622,2022-03-09 14:34:31 +0100,2022-03-09 14:43:17 +0100,long,5,8,2022-03-09 14:34:32 +0100,2022-03-09 14:43:17 +0100,false
3623,2022-03-09 14:44:44 +0100,2022-03-09 14:48:42 +0100,short,3,9,2022-03-09 14:44:46 +0100,2022-03-09 14:48:42 +0100,false
3624,2022-03-09 15:08:01 +0100,2022-03-09 15:26:01 +0100,short,2,24,2022-03-09 15:08:01 +0100,2022-03-09 15:26:01 +0100,false
3625,2022-03-09 15:20:54 +0100,2022-03-09 15:28:14 +0100,short,4,21,2022-03-09 15:20:57 +0100,2022-03-09 15:28:16 +0100,false
3626,2022-03-09 15:37:50 +0100,2022-03-09 16:13:22 +0100,short,2,24,2022-03-09 15:37:50 +0100,2022-03-09 16:13:22 +0100,false
3627,2022-03-09 16:02:27 +0100,2022-03-09 16:25:44 +0100,long,3,12,2022-03-09 16:02:28 +0100,2022-03-09 16:25:44 +0100,false
3628,2022-03-09 16:20:16 +0100,2022-03-09 16:32:26 +0100,short,4,21,2022-03-09 16:20:19 +0100,2022-03-09 16:32:28 +0100,false
3629,2022-03-09 17:41:26 +0100,2022-03-09 17:43:54 +0100,short,5,16,2022-03-09 17:41:26 +0100,2022-03-09 17:43:56 +0100,false
3630,2022-03-10 10:28:39 +0100,2022-03-10 10:38:20 +0100,short,4,21,2022-03-10 10:28:41 +0100,2022-03-10 10:38:22 +0100,false
3631,2022-03-10 10:52:18 +0100,2022-03-10 10:54:43 +0100,short,3,22,2022-03-10 10:52:18 +0100,2022-03-10 10:54:43 +0100,false
3632,2022-03-10 11:26:46 +0100,2022-03-10 11:41:48 +0100,long,4,21,2022-03-10 11:26:46 +0100,2022-03-10 11:41:48 +0100,false
3633,2022-03-10 11:52:52 +0100,2022-03-10 12:38:41 +0100,long,5,18,2022-03-10 11:52:52 +0100,2022-03-10 12:38:41 +0100,false
3634,2022-03-10 12:40:20 +0100,2022-03-10 12:45:07 +0100,short,5,18,2022-03-10 12:40:20 +0100,2022-03-10 12:45:08 +0100,false
3635,2022-03-10 13:05:27 +0100,2022-03-10 13:06:13 +0100,short,5,16,2022-03-10 13:05:27 +0100,2022-03-10 13:06:13 +0100,false
3636,2022-03-10 13:08:57 +0100,2022-03-10 13:09:45 +0100,short,5,16,2022-03-10 13:08:57 +0100,2022-03-10 13:09:45 +0100,false
3637,2022-03-10 13:12:01 +0100,2022-03-10 13:22:06 +0100,short,4,21,2022-03-10 13:12:02 +0100,2022-03-10 13:22:06 +0100,false
3638,2022-03-10 13:35:44 +0100,2022-03-10 13:40:11 +0100,short,3,9,2022-03-10 13:35:44 +0100,2022-03-10 13:40:12 +0100,false
3639,2022-03-10 14:09:23 +0100,2022-03-10 14:15:01 +0100,short,4,21,2022-03-10 14:09:23 +0100,2022-03-10 14:15:01 +0100,false
3640,2022-03-10 14:25:40 +0100,2022-03-10 14:45:10 +0100,long,5,16,2022-03-10 14:25:42 +0100,2022-03-10 14:45:12 +0100,false
3641,2022-03-10 16:54:20 +0100,2022-03-10 17:03:32 +0100,short,3,9,2022-03-10 16:54:22 +0100,2022-03-10 17:03:34 +0100,false
3642,2022-03-10 17:24:04 +0100,2022-03-10 17:38:23 +0100,short,4,8,2022-03-10 17:24:06 +0100,2022-03-10 17:38:25 +0100,false
3643,2022-03-10 18:23:35 +0100,2022-03-10 18:27:48 +0100,short,3,9,2022-03-10 18:23:37 +0100,2022-03-10 18:27:50 +0100,false
3644,2022-03-11 10:04:24 +0100,2022-03-11 10:13:57 +0100,short,4,21,2022-03-11 10:04:24 +0100,2022-03-11 10:13:57 +0100,false
3645,2022-03-11 11:00:13 +0100,2022-03-11 11:17:46 +0100,long,4,21,2022-03-11 11:00:13 +0100,2022-03-11 11:17:46 +0100,false
3646,2022-03-11 11:38:56 +0100,2022-03-11 11:48:36 +0100,short,2,5,2022-03-11 11:38:56 +0100,2022-03-11 11:48:36 +0100,false
3647,2022-03-11 12:18:49 +0100,2022-03-11 12:27:50 +0100,short,4,21,2022-03-11 12:18:49 +0100,2022-03-11 12:27:50 +0100,false
3648,2022-03-11 12:42:09 +0100,2022-03-11 12:46:45 +0100,short,5,18,2022-03-11 12:42:12 +0100,2022-03-11 12:46:47 +0100,false
3649,2022-03-11 13:01:11 +0100,2022-03-11 13:05:07 +0100,short,3,22,2022-03-11 13:01:11 +0100,2022-03-11 13:05:07 +0100,false
3650,2022-03-11 13:05:10 +0100,2022-03-11 13:35:16 +0100,long,3,22,2022-03-11 13:05:10 +0100,2022-03-11 13:35:16 +0100,false
